!YEAR=2017
!PERIOD=December
!VALUE=THB
!SCENARIO=Actual
!VIEW=YTD
!CUSTOM2=[None]
!CUSTOM3=[None]
!CUSTOM4=IMPFILE
!column_order=entity, account, ICP, custom1

!DATA
D2;C10021;[ICP None];BS;4677607780.28
D2;C10029;[ICP None];BS;-2941555147.42
D2;C10071;[ICP None];BS;2946205165.35
D2;C10079;[ICP None];BS;-2103036236.08
D2;C10081;[ICP None];BS;723039199.71
D2;C10089;[ICP None];BS;-9230000.00
D2;C10311;[ICP None];BS;1095256129.01
D2;C10319;[ICP None];BS;-952067746.42
D2;C10321;[ICP None];BS;56478037.11
D2;C10329;[ICP None];BS;-47973033.81
D2;C10331;[ICP None];BS;6380526641.71
D2;C10339;[ICP None];BS;-6149407678.28
D2;C10551;[ICP None];BS;1319187365.95
D2;C10551;T2;BS;-839664342.60
D2;C10551;T3;BS;-27307505.47
D2;C10551;T5;BS;-4573538.42
D2;C10871;[ICP None];BS;58556632.15
D2;C10879;[ICP None];BS;-26470651.09
D2;C11111;[ICP None];BS;2015169191.16
D2;C12021;[ICP None];BS;162092771167.90
D2;C12029;[ICP None];BS;-153523869191.36
D2;C12041;[ICP None];BS;7818081666.52
D2;C12049;[ICP None];BS;-9667752512.93
D2;C12091;[ICP None];BS;620971012.93
D2;C12091;T5;BS;-21782819.57
D2;C12091;T3;BS;-10420509.18
D2;C12091;T2;BS;-573348111.07
D2;C12500;T2;BS;1211000000.00
D2;C12500;T3;BS;1000000.00
D2;C12500;D4;BS;999930.00
D2;C12500;D3;BS;0.00
D2;C12500;[ICP None];BS;698234004.36
D2;C12551;[ICP None];BS;50000000.00
D2;C14010;[ICP None];BS;44483381.06
D2;C14030;[ICP None];BS;730783.31
D2;C14070;[ICP None];BS;335323383.67
D2;C14070;FJ;BS;-4137067.75
D2;C14070;IK;BS;1440481.24
D2;C14180;T2;BS;10500000000.00
D2;C14180;[ICP None];BS;3500000000.00
D2;C14180;D2;BS;1500000000.00
D2;C14930;[ICP None];BS;4234454107.87
D2;C14970;[ICP None];BS;-278333036.63
D2;C15010;[ICP None];BS;1702662017.99
D2;C15010;BM;BS;109999.87
D2;C15040;[ICP None];BS;-146966851.55
D2;C15300;[ICP None];BS;-245562419.96
D2;C15310;[ICP None];BS;770693220.48
D2;C15310;BM;BS;133185.66
D2;C15310;BK;BS;0.00
D2;C15310;T2;BS;2924755296.22
D2;C15310;T3;BS;59263209.59
D2;C15310;T5;BS;312846424.00
D2;C15310;N1;BS;11770.00
D2;C15310;PP;BS;28.48
D2;C15310;PV;BS;162799.07
D2;C15310;SN;BS;18817.27
D2;C15310;K2;BS;247.82
D2;C15310;M1;BS;63.99
D2;C15310;MG;BS;1072.79
D2;C15310;ML;BS;1019098.69
D2;C15310;FJ;BS;28060084.76
D2;C15310;D4;BS;207000200.00
D2;C15310;D7;BS;-1208852.57
D2;C15310;D3;BS;500.00
D2;C15310;IP;BS;72948.23
D2;C15310;I1;BS;1726280.27
D2;C15310;IG;BS;3536341.07
D2;C15310;T9;BS;23846980.14
D2;C15310;U8;BS;11016182.73
D2;C15310;SY;BS;69341.30
D2;C15310;T4;BS;1300.00
D2;C15310;TC;BS;3766.12
D2;C15310;U5;BS;2000.00
D2;C15310;U6;BS;1350.00
D2;C15310;U7;BS;1350.00
D2;C15310;Y8;BS;0.00
D2;C15310;YK;BS;110107.92
D2;C15310;YP;BS;2840648.37
D2;C16015;[ICP None];BS;218242379.81
D2;C16020;[ICP None];BS;4766309.22
D2;C16025;[ICP None];BS;-339442968.50
D2;C16025;T3;BS;-1794379.97
D2;C16025;T2;BS;481196626.75
D2;C16025;T4;BS;-7527091.16
D2;C16030;U7;BS;-350.00
D2;C16030;YP;BS;722059.47
D2;C16030;U8;BS;-200.00
D2;C16030;T2;BS;3075823195.80
D2;C16030;T3;BS;44812991.17
D2;C16030;T5;BS;23856362.40
D2;C16030;IG;BS;2029855.52
D2;C16030;IP;BS;924775.70
D2;C16030;D4;BS;0.00
D2;C16030;FJ;BS;0.00
D2;C16030;ML;BS;163272.57
D2;C16030;[ICP None];BS;53699639.82
D2;C16030;CN;BS;.02
D2;C16030;BM;BS;163272.47
D2;C16033;[ICP None];BS;8772579.62
D2;C16035;[ICP None];BS;1141650.21
D2;C16040;[ICP None];BS;124400.00
D2;C16055;T3;BS;556196573.50
D2;C16055;T2;BS;473751158.50
D2;C16070;[ICP None];BS;2130283866.81
D2;C16075;[ICP None];BS;583754309.06
D2;C16075;T5;BS;-7.86
D2;C16085;[ICP None];BS;24394696.00
D2;C18100;[ICP None];BS;8493038464.21
D2;C18150;[ICP None];BS;9794471288.04
D2;C20010;[ICP None];BS;-4735622000.00
D2;C20030;[ICP None];BS;-8574926651.09
D2;C20310;[ICP None];BS;0.00
D2;C20330;[ICP None];BS;3309990.00
D2;C21157;T2;BS;-23000000000.00
D2;C22155;T2;BS;-2000763651.30
D2;C22155;[ICP None];BS;-1977373032.17
D2;C23130;[ICP None];BS;.20
D2;C23501;[ICP None];BS;-68833785.85
D2;C23503;[ICP None];BS;-11045244.89
D2;C23503;FJ;BS;-2744086.53
D2;C23505;[ICP None];BS;-495705011.53
D2;C25111;[ICP None];BS;-1864924314.69
D2;C25111;CN;BS;0.00
D2;C25111;BR;BS;-327041.23
D2;C25111;FJ;BS;-20526365.44
D2;C25111;D7;BS;-82449.62
D2;C25111;IG;BS;-2449284.00
D2;C25111;PV;BS;-5442304.19
D2;C25111;IK;BS;-36690931.27
D2;C25111;T2;BS;-280744132.63
D2;C25111;T5;BS;-1277522.08
D2;C25111;T3;BS;452560297.87
D2;C25111;TC;BS;0.00
D2;C25121;[ICP None];BS;-325867022.30
D2;C25125;[ICP None];BS;-25370261.83
D2;C25127;[ICP None];BS;-54232185.92
D2;C25127;BR;BS;-237612.35
D2;C25127;FJ;BS;4033018.09
